symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2025-07-17 13:52:00+00:00,625.895,626.125,625.89,626.06,151380.0,2000.0,626.024107
SPY,2025-07-17 13:53:00+00:00,626.08,626.17,626.02,626.11,144936.0,1997.0,626.088485
SPY,2025-07-17 13:54:00+00:00,626.11,626.1981,626.0,626.02,185097.0,2179.0,626.087386
SPY,2025-07-17 13:55:00+00:00,626.01,626.1,625.69,625.74,202212.0,2406.0,625.861019
SPY,2025-07-17 13:56:00+00:00,625.74,625.91,625.7,625.845,157921.0,1781.0,625.812156
SPY,2025-07-17 13:57:00+00:00,625.85,625.945,625.8,625.87,129599.0,1649.0,625.859961
SPY,2025-07-17 13:58:00+00:00,625.87,625.9001,625.83,625.86,111125.0,1268.0,625.866886
SPY,2025-07-17 13:59:00+00:00,625.85,625.86,625.62,625.78,102182.0,1464.0,625.717056
SPY,2025-07-17 14:00:00+00:00,625.79,625.9191,625.74,625.89,162431.0,1926.0,625.841
SPY,2025-07-17 14:01:00+00:00,625.89,626.18,625.85,626.12,222302.0,2553.0,626.034802
SPY,2025-07-17 14:02:00+00:00,626.125,626.165,626.0613,626.105,120205.0,1658.0,626.122556
SPY,2025-07-17 14:03:00+00:00,626.115,626.19,626.08,626.13,91377.0,2317.0,626.123714
SPY,2025-07-17 14:04:00+00:00,626.135,626.17,626.07,626.13,65516.0,1311.0,626.119337
SPY,2025-07-17 14:05:00+00:00,626.13,626.18,625.98,625.99,111404.0,1920.0,626.087964
SPY,2025-07-17 14:06:00+00:00,625.99,626.05,625.85,625.95,176875.0,2082.0,625.952196
SPY,2025-07-17 14:07:00+00:00,625.955,626.0349,625.8,626.0349,99457.0,1570.0,625.922461
SPY,2025-07-17 14:08:00+00:00,626.04,626.18,626.03,626.18,69251.0,1203.0,626.103227
SPY,2025-07-17 14:09:00+00:00,626.17,626.22,626.095,626.14,101855.0,1555.0,626.165024
SPY,2025-07-17 14:10:00+00:00,626.14,626.21,626.12,626.17,101124.0,1650.0,626.166016
SPY,2025-07-17 14:11:00+00:00,626.15,626.17,625.78,625.84,169841.0,2139.0,625.967233
SPY,2025-07-17 14:12:00+00:00,625.83,626.11,625.825,626.11,72768.0,1365.0,626.009292
SPY,2025-07-17 14:13:00+00:00,626.09,626.22,626.04,626.21,68579.0,2831.0,626.143992
SPY,2025-07-17 14:14:00+00:00,626.19,626.205,626.125,626.18,76244.0,1259.0,626.16308
SPY,2025-07-17 14:15:00+00:00,626.15,626.23,626.0,626.04,80068.0,2108.0,626.111271
SPY,2025-07-17 14:16:00+00:00,626.03,626.06,625.83,625.9,78880.0,1559.0,625.948886
SPY,2025-07-17 14:17:00+00:00,625.905,625.92,625.75,625.8051,86868.0,1617.0,625.846145
SPY,2025-07-17 14:18:00+00:00,625.78,625.79,625.56,625.68,133172.0,2052.0,625.669911
SPY,2025-07-17 14:19:00+00:00,625.68,625.7,625.47,625.47,271847.0,1573.0,625.582147
SPY,2025-07-17 14:20:00+00:00,625.48,625.5489,625.29,625.42,187750.0,2568.0,625.428455
SPY,2025-07-17 14:21:00+00:00,625.43,625.6,625.29,625.56,192171.0,2465.0,625.482117
SPY,2025-07-17 14:22:00+00:00,625.54,625.6,625.195,625.205,209759.0,2371.0,625.374675
SPY,2025-07-17 14:23:00+00:00,625.205,625.27,625.04,625.09,316219.0,2828.0,625.134281
SPY,2025-07-17 14:24:00+00:00,625.095,625.115,624.84,625.0999,291656.0,2947.0,625.028419
SPY,2025-07-17 14:25:00+00:00,625.08,625.18,624.9451,625.179,170813.0,2246.0,625.065306
SPY,2025-07-17 14:26:00+00:00,625.175,625.325,625.06,625.29,185322.0,2359.0,625.209739
SPY,2025-07-17 14:27:00+00:00,625.27,625.355,625.22,625.24,146120.0,1998.0,625.275927
SPY,2025-07-17 14:28:00+00:00,625.24,625.38,625.15,625.17,143065.0,1888.0,625.24488
SPY,2025-07-17 14:29:00+00:00,625.16,625.49,625.12,625.46,151034.0,1965.0,625.360322
SPY,2025-07-17 14:30:00+00:00,625.46,625.59,625.39,625.59,165401.0,2190.0,625.490242
SPY,2025-07-17 14:31:00+00:00,625.6,625.6391,625.47,625.54,116540.0,1713.0,625.556479
SPY,2025-07-17 14:32:00+00:00,625.54,625.76,625.52,625.76,166223.0,1865.0,625.666163
SPY,2025-07-17 14:33:00+00:00,625.76,625.808,625.665,625.71,106528.0,1639.0,625.735513
SPY,2025-07-17 14:34:00+00:00,625.71,625.81,625.66,625.7017,111252.0,1689.0,625.720303
SPY,2025-07-17 14:35:00+00:00,625.71,625.71,625.58,625.635,183439.0,2044.0,625.65655
SPY,2025-07-17 14:36:00+00:00,625.635,625.74,625.63,625.68,104963.0,1515.0,625.678207
SPY,2025-07-17 14:37:00+00:00,625.69,625.72,625.3,625.35,129380.0,1977.0,625.507737
SPY,2025-07-17 14:38:00+00:00,625.335,625.4,625.01,625.1301,126864.0,2155.0,625.183525
SPY,2025-07-17 14:39:00+00:00,625.12,625.255,625.07,625.22,91570.0,1367.0,625.188307
SPY,2025-07-17 14:40:00+00:00,625.205,625.39,625.18,625.315,110826.0,1714.0,625.27585
SPY,2025-07-17 14:41:00+00:00,625.315,625.36,625.24,625.31,61257.0,1162.0,625.300089
SPY,2025-07-17 14:42:00+00:00,625.31,625.525,625.25,625.48,126144.0,1797.0,625.418319
SPY,2025-07-17 14:43:00+00:00,625.5,625.545,625.41,625.415,97118.0,1465.0,625.498606
SPY,2025-07-17 14:44:00+00:00,625.41,625.485,625.39,625.45,65828.0,1168.0,625.439352
SPY,2025-07-17 14:45:00+00:00,625.46,625.54,625.305,625.305,109388.0,1713.0,625.426059
SPY,2025-07-17 14:46:00+00:00,625.31,625.54,625.3,625.475,212851.0,1401.0,625.42445
SPY,2025-07-17 14:47:00+00:00,625.47,625.6199,625.43,625.61,72399.0,1301.0,625.520163
SPY,2025-07-17 14:48:00+00:00,625.615,625.72,625.58,625.69,123201.0,1780.0,625.633155
SPY,2025-07-17 14:49:00+00:00,625.7,625.89,625.66,625.835,260670.0,1976.0,625.821507
SPY,2025-07-17 14:50:00+00:00,625.84,625.915,625.8,625.81,107469.0,1644.0,625.855424
SPY,2025-07-17 14:51:00+00:00,625.81,625.87,625.72,625.7412,168038.0,1737.0,625.80059
SPY,2025-07-17 14:52:00+00:00,625.74,625.805,625.7,625.76,89892.0,1473.0,625.757885
SPY,2025-07-17 14:53:00+00:00,625.76,625.86,625.73,625.8087,114562.0,1566.0,625.806101
SPY,2025-07-17 14:54:00+00:00,625.81,625.8881,625.79,625.86,108623.0,1544.0,625.836331
SPY,2025-07-17 14:55:00+00:00,625.86,625.9099,625.77,625.855,91742.0,1388.0,625.846149
SPY,2025-07-17 14:56:00+00:00,625.85,625.92,625.73,625.85,259555.0,1691.0,625.830074
SPY,2025-07-17 14:57:00+00:00,625.84,625.89,625.79,625.88,78516.0,1015.0,625.844613
SPY,2025-07-17 14:58:00+00:00,625.875,625.915,625.785,625.865,123661.0,1580.0,625.85479
SPY,2025-07-17 14:59:00+00:00,625.8652,625.91,625.79,625.812,86620.0,1313.0,625.84144
SPY,2025-07-17 15:00:00+00:00,625.815,625.99,625.79,625.97,176755.0,2176.0,625.897308
SPY,2025-07-17 15:01:00+00:00,625.98,626.0,625.905,625.97,96916.0,1277.0,625.956401
SPY,2025-07-17 15:02:00+00:00,625.97,625.99,625.91,625.95,78892.0,1125.0,625.943348
SPY,2025-07-17 15:03:00+00:00,625.957,626.0,625.94,625.9807,122575.0,1436.0,625.977767
SPY,2025-07-17 15:04:00+00:00,625.985,626.09,625.97,626.075,155539.0,1519.0,626.027838
SPY,2025-07-17 15:05:00+00:00,626.075,626.39,626.04,626.385,301136.0,2902.0,626.232298
SPY,2025-07-17 15:06:00+00:00,626.39,626.5801,626.38,626.53,246419.0,2691.0,626.50191
SPY,2025-07-17 15:07:00+00:00,626.53,626.58,626.325,626.345,262661.0,2844.0,626.438136
SPY,2025-07-17 15:08:00+00:00,626.345,626.48,626.345,626.39,223512.0,2591.0,626.417861
SPY,2025-07-17 15:09:00+00:00,626.38,626.47,626.34,626.43,135328.0,1810.0,626.42444
SPY,2025-07-17 15:10:00+00:00,626.44,626.51,626.34,626.3941,198580.0,2266.0,626.442467
SPY,2025-07-17 15:11:00+00:00,626.39,626.43,626.28,626.37,115174.0,1596.0,626.366248
SPY,2025-07-17 15:12:00+00:00,626.38,626.39,626.28,626.33,85929.0,1432.0,626.333304
SPY,2025-07-17 15:13:00+00:00,626.33,626.42,626.315,626.375,83843.0,1342.0,626.367363
SPY,2025-07-17 15:14:00+00:00,626.38,626.39,626.255,626.33,123584.0,1595.0,626.316661
SPY,2025-07-17 15:15:00+00:00,626.335,626.39,626.3,626.375,116257.0,1634.0,626.342409
SPY,2025-07-17 15:16:00+00:00,626.375,626.45,626.28,626.2851,90557.0,1476.0,626.369388
SPY,2025-07-17 15:17:00+00:00,626.29,626.36,626.27,626.28,107001.0,1542.0,626.314305
SPY,2025-07-17 15:18:00+00:00,626.2751,626.345,626.24,626.27,77013.0,1140.0,626.305872
SPY,2025-07-17 15:19:00+00:00,626.27,626.44,626.205,626.36,166129.0,2052.0,626.343034
SPY,2025-07-17 15:20:00+00:00,626.355,626.435,626.32,626.34,113477.0,1536.0,626.374852
SPY,2025-07-17 15:21:00+00:00,626.335,626.34,626.19,626.26,91986.0,1389.0,626.275505
SPY,2025-07-17 15:22:00+00:00,626.265,626.435,626.24,626.435,64559.0,1012.0,626.35285
SPY,2025-07-17 15:23:00+00:00,626.43,626.52,626.38,626.505,732175.0,1179.0,626.454065
SPY,2025-07-17 15:24:00+00:00,626.5,626.65,626.47,626.63,97871.0,1611.0,626.546709
SPY,2025-07-17 15:25:00+00:00,626.64,626.72,626.58,626.635,176859.0,2029.0,626.654436
SPY,2025-07-17 15:26:00+00:00,626.63,626.63,626.505,626.615,156180.0,1734.0,626.589642
SPY,2025-07-17 15:27:00+00:00,626.61,626.69,626.605,626.6735,84091.0,1275.0,626.639111
SPY,2025-07-17 15:28:00+00:00,626.6784,626.685,626.56,626.605,88581.0,1214.0,626.61209
SPY,2025-07-17 15:29:00+00:00,626.6,626.69,626.59,626.67,87447.0,1271.0,626.645417
SPY,2025-07-17 15:30:00+00:00,626.6712,626.69,626.61,626.65,120207.0,1520.0,626.650314
SPY,2025-07-17 15:31:00+00:00,626.65,626.695,626.56,626.5601,86094.0,1170.0,626.618871
SPY,2025-07-17 15:32:00+00:00,626.57,626.775,626.56,626.705,147489.0,1844.0,626.70279
SPY,2025-07-17 15:33:00+00:00,626.6981,626.75,626.635,626.6953,90303.0,1238.0,626.696314
SPY,2025-07-17 15:34:00+00:00,626.68,626.72,626.595,626.63,105399.0,1474.0,626.663534
SPY,2025-07-17 15:35:00+00:00,626.63,626.68,626.58,626.65,67118.0,1142.0,626.634571
SPY,2025-07-17 15:36:00+00:00,626.66,626.85,626.66,626.82,110214.0,1608.0,626.768317
SPY,2025-07-17 15:37:00+00:00,626.81,626.9,626.81,626.8499,147846.0,1987.0,626.865146
SPY,2025-07-17 15:38:00+00:00,626.84,626.98,626.84,626.9601,98889.0,1398.0,626.942667
SPY,2025-07-17 15:39:00+00:00,626.965,626.985,626.865,626.98,455132.0,1707.0,626.923866
SPY,2025-07-17 15:40:00+00:00,626.97,627.07,626.95,627.07,143329.0,1928.0,626.997835
SPY,2025-07-17 15:41:00+00:00,627.065,627.185,627.0599,627.12,148679.0,2024.0,627.134037
SPY,2025-07-17 15:42:00+00:00,627.115,627.17,627.05,627.15,109054.0,1643.0,627.114259
SPY,2025-07-17 15:43:00+00:00,627.14,627.175,626.96,626.99,133875.0,1709.0,627.055076
SPY,2025-07-17 15:44:00+00:00,626.99,627.07,626.98,627.035,129807.0,1408.0,627.029032
SPY,2025-07-17 15:45:00+00:00,627.035,627.12,627.025,627.12,80465.0,1225.0,627.078134
SPY,2025-07-17 15:46:00+00:00,627.12,627.12,627.02,627.0593,81617.0,1292.0,627.072386
SPY,2025-07-17 15:47:00+00:00,627.06,627.11,627.0,627.03,117357.0,1519.0,627.041387
SPY,2025-07-17 15:48:00+00:00,627.02,627.03,626.88,627.02,159636.0,1844.0,626.959457
SPY,2025-07-17 15:49:00+00:00,627.01,627.03,626.95,626.95,56709.0,899.0,626.994432
SPY,2025-07-17 15:50:00+00:00,626.9497,626.99,626.855,626.96,123126.0,1565.0,626.927525
SPY,2025-07-17 15:51:00+00:00,626.98,627.1,626.98,627.09,176211.0,1800.0,627.031958
SPY,2025-07-17 15:52:00+00:00,627.09,627.105,627.04,627.07,120418.0,1397.0,627.074344
SPY,2025-07-17 15:53:00+00:00,627.07,627.16,627.055,627.11,72348.0,1191.0,627.112689
SPY,2025-07-17 15:54:00+00:00,627.1199,627.12,627.06,627.09,39231.0,819.0,627.087538
SPY,2025-07-17 15:55:00+00:00,627.09,627.18,627.055,627.17,82386.0,1266.0,627.124522
SPY,2025-07-17 15:56:00+00:00,627.15,627.17,627.09,627.15,87464.0,1215.0,627.129518
SPY,2025-07-17 15:57:00+00:00,627.15,627.26,627.15,627.25,86275.0,1271.0,627.210623
SPY,2025-07-17 15:58:00+00:00,627.26,627.27,627.16,627.23,129946.0,1708.0,627.216837
SPY,2025-07-17 15:59:00+00:00,627.23,627.24,627.195,627.2147,41073.0,826.0,627.215381
SPY,2025-07-17 16:00:00+00:00,627.21,627.22,627.105,627.15,71544.0,1202.0,627.160269
SPY,2025-07-17 16:01:00+00:00,627.16,627.205,627.135,627.15,57991.0,1005.0,627.175439
SPY,2025-07-17 16:02:00+00:00,627.15,627.29,627.15,627.29,82540.0,1101.0,627.227091
SPY,2025-07-17 16:03:00+00:00,627.28,627.34,627.26,627.3,107654.0,1447.0,627.296976
SPY,2025-07-17 16:04:00+00:00,627.3099,627.43,627.3,627.385,151630.0,1746.0,627.372691
SPY,2025-07-17 16:05:00+00:00,627.38,627.47,627.3,627.315,150581.0,1744.0,627.387231
SPY,2025-07-17 16:06:00+00:00,627.31,627.345,627.245,627.33,114616.0,1506.0,627.286272
SPY,2025-07-17 16:07:00+00:00,627.35,627.38,627.325,627.37,114962.0,1356.0,627.359412
SPY,2025-07-17 16:08:00+00:00,627.37,627.44,627.33,627.435,97488.0,1227.0,627.389476
SPY,2025-07-17 16:09:00+00:00,627.43,627.51,627.425,627.435,95380.0,1302.0,627.460131
SPY,2025-07-17 16:10:00+00:00,627.43,627.5,627.378,627.3801,101515.0,1444.0,627.454998
SPY,2025-07-17 16:11:00+00:00,627.38,627.39,627.2499,627.265,94600.0,1412.0,627.332866
SPY,2025-07-17 16:12:00+00:00,627.265,627.335,627.205,627.23,106629.0,1427.0,627.257409
SPY,2025-07-17 16:13:00+00:00,627.24,627.25,627.145,627.22,104058.0,1350.0,627.194379
SPY,2025-07-17 16:14:00+00:00,627.22,627.24,627.17,627.2115,81697.0,1079.0,627.208704
SPY,2025-07-17 16:15:00+00:00,627.22,627.225,627.11,627.142,77921.0,1077.0,627.161287
SPY,2025-07-17 16:16:00+00:00,627.15,627.2087,627.11,627.13,64451.0,1106.0,627.149224
SPY,2025-07-17 16:17:00+00:00,627.12,627.14,626.9231,626.965,205852.0,1709.0,627.055584
SPY,2025-07-17 16:18:00+00:00,626.96,627.02,626.84,626.855,113182.0,1536.0,626.949349
SPY,2025-07-17 16:19:00+00:00,626.85,626.87,626.79,626.8299,75490.0,1212.0,626.837462
SPY,2025-07-17 16:20:00+00:00,626.82,626.92,626.78,626.869,152215.0,2009.0,626.83843
SPY,2025-07-17 16:21:00+00:00,626.865,626.95,626.86,626.92,124482.0,1541.0,626.906874
SPY,2025-07-17 16:22:00+00:00,626.92,627.0,626.88,626.995,86984.0,1161.0,626.948149
SPY,2025-07-17 16:23:00+00:00,626.99,627.18,626.955,627.14,168894.0,1931.0,627.062886
SPY,2025-07-17 16:24:00+00:00,627.135,627.15,627.07,627.0931,108037.0,1477.0,627.102041
SPY,2025-07-17 16:25:00+00:00,627.09,627.1712,627.02,627.105,96635.0,1445.0,627.093267
SPY,2025-07-17 16:26:00+00:00,627.11,627.14,627.04,627.04,70680.0,1021.0,627.086456
SPY,2025-07-17 16:27:00+00:00,627.03,627.035,626.86,626.91,85887.0,1446.0,626.947286
SPY,2025-07-17 16:28:00+00:00,626.9093,626.915,626.8001,626.8152,60383.0,1017.0,626.844273
SPY,2025-07-17 16:29:00+00:00,626.82,626.9099,626.79,626.85,113997.0,1358.0,626.84005
SPY,2025-07-17 16:30:00+00:00,626.84,626.92,626.72,626.755,129629.0,1692.0,626.813698
SPY,2025-07-17 16:31:00+00:00,626.755,626.86,626.715,626.86,72405.0,1062.0,626.780154
SPY,2025-07-17 16:32:00+00:00,626.86,626.89,626.83,626.855,58726.0,967.0,626.858656
SPY,2025-07-17 16:33:00+00:00,626.85,626.92,626.85,626.87,50008.0,955.0,626.889849
SPY,2025-07-17 16:34:00+00:00,626.87,626.885,626.83,626.84,34098.0,678.0,626.86179
SPY,2025-07-17 16:35:00+00:00,626.83,626.91,626.79,626.905,45114.0,882.0,626.847257
SPY,2025-07-17 16:36:00+00:00,626.9085,626.92,626.7649,626.8,265217.0,977.0,626.817952
SPY,2025-07-17 16:37:00+00:00,626.805,626.81,626.675,626.705,104575.0,1147.0,626.766445
SPY,2025-07-17 16:38:00+00:00,626.7,626.82,626.7,626.815,72959.0,1036.0,626.766257
SPY,2025-07-17 16:39:00+00:00,626.815,626.82,626.555,626.625,117581.0,1461.0,626.640972
SPY,2025-07-17 16:40:00+00:00,626.63,626.67,626.525,626.67,121846.0,1457.0,626.59639
SPY,2025-07-17 16:41:00+00:00,626.69,626.815,626.65,626.77,71031.0,1160.0,626.735661
SPY,2025-07-17 16:42:00+00:00,626.77,626.795,626.72,626.765,75240.0,1097.0,626.758691
SPY,2025-07-17 16:43:00+00:00,626.765,626.84,626.73,626.8399,65850.0,1014.0,626.787939
SPY,2025-07-17 16:44:00+00:00,626.82,626.875,626.7849,626.79,78705.0,1191.0,626.847794
SPY,2025-07-17 16:45:00+00:00,626.79,626.8,626.69,626.75,76211.0,1277.0,626.737373
SPY,2025-07-17 16:46:00+00:00,626.75,626.775,626.6299,626.715,700719.0,1231.0,626.698496
SPY,2025-07-17 16:47:00+00:00,626.715,626.825,626.705,626.82,48483.0,901.0,626.755306
SPY,2025-07-17 16:48:00+00:00,626.825,626.835,626.7312,626.78,61686.0,1023.0,626.778634
SPY,2025-07-17 16:49:00+00:00,626.77,626.77,626.635,626.7131,85716.0,1194.0,626.686869
SPY,2025-07-17 16:50:00+00:00,626.7399,626.8699,626.73,626.85,65530.0,1058.0,626.811928
SPY,2025-07-17 16:51:00+00:00,626.84,626.87,626.76,626.82,105217.0,1393.0,626.812534
SPY,2025-07-17 16:52:00+00:00,626.825,626.8499,626.76,626.76,35403.0,670.0,626.809284
SPY,2025-07-17 16:53:00+00:00,626.775,626.865,626.69,626.7,61147.0,974.0,626.80785
SPY,2025-07-17 16:54:00+00:00,626.7,626.71,626.61,626.65,76584.0,1178.0,626.653863
SPY,2025-07-17 16:55:00+00:00,626.67,626.72,626.65,626.715,50150.0,871.0,626.693606
SPY,2025-07-17 16:56:00+00:00,626.71,626.73,626.62,626.6551,59019.0,953.0,626.66177
SPY,2025-07-17 16:57:00+00:00,626.655,626.81,626.65,626.77,72916.0,1100.0,626.755975
SPY,2025-07-17 16:58:00+00:00,626.775,626.86,626.77,626.83,66149.0,1069.0,626.823364
SPY,2025-07-17 16:59:00+00:00,626.83,626.845,626.8,626.83,34958.0,693.0,626.820682
SPY,2025-07-17 17:00:00+00:00,626.83,626.84,626.76,626.84,96924.0,1402.0,626.803846
SPY,2025-07-17 17:01:00+00:00,626.84,626.92,626.8,626.845,98258.0,1391.0,626.865679
SPY,2025-07-17 17:02:00+00:00,626.84,626.895,626.795,626.875,302817.0,838.0,626.845992
SPY,2025-07-17 17:03:00+00:00,626.86,626.925,626.79,626.915,87669.0,1192.0,626.866768
SPY,2025-07-17 17:04:00+00:00,626.93,626.975,626.88,626.895,164254.0,1841.0,626.927128
SPY,2025-07-17 17:05:00+00:00,626.8999,626.8999,626.73,626.775,109490.0,1275.0,626.795572
SPY,2025-07-17 17:06:00+00:00,626.78,626.825,626.74,626.775,69080.0,1098.0,626.79522
SPY,2025-07-17 17:07:00+00:00,626.775,626.81,626.725,626.765,75158.0,1109.0,626.760082
SPY,2025-07-17 17:08:00+00:00,626.765,626.81,626.74,626.77,70169.0,999.0,626.782456
SPY,2025-07-17 17:09:00+00:00,626.775,626.785,626.7248,626.775,53117.0,856.0,626.754125
SPY,2025-07-17 17:10:00+00:00,626.78,626.785,626.7,626.715,348311.0,1187.0,626.749249
SPY,2025-07-17 17:11:00+00:00,626.71,626.81,626.665,626.785,88457.0,1206.0,626.748581
SPY,2025-07-17 17:12:00+00:00,626.79,626.83,626.77,626.805,119739.0,1485.0,626.799496
SPY,2025-07-17 17:13:00+00:00,626.8,626.82,626.755,626.79,103202.0,1453.0,626.799617
SPY,2025-07-17 17:14:00+00:00,626.78,626.895,626.78,626.8778,75421.0,1151.0,626.853224
SPY,2025-07-17 17:15:00+00:00,626.87,626.895,626.78,626.78,61014.0,1009.0,626.841838
SPY,2025-07-17 17:16:00+00:00,626.78,626.918,626.78,626.91,52376.0,903.0,626.869249
SPY,2025-07-17 17:17:00+00:00,626.92,627.02,626.91,627.0,68674.0,1169.0,626.973838
SPY,2025-07-17 17:18:00+00:00,627.0,627.03,626.925,627.0,73133.0,1000.0,626.985863
SPY,2025-07-17 17:19:00+00:00,626.99,627.04,626.98,627.03,52899.0,789.0,627.017375
SPY,2025-07-17 17:20:00+00:00,627.02,627.03,626.94,626.99,63658.0,964.0,626.996942
SPY,2025-07-17 17:21:00+00:00,626.99,627.07,626.99,627.02,94690.0,1109.0,627.022566
SPY,2025-07-17 17:22:00+00:00,627.015,627.055,626.97,627.035,70864.0,1083.0,627.01177
SPY,2025-07-17 17:23:00+00:00,627.03,627.0849,626.95,626.97,75724.0,1192.0,627.024961
SPY,2025-07-17 17:24:00+00:00,626.9701,627.005,626.945,626.97,56363.0,871.0,626.969186
SPY,2025-07-17 17:25:00+00:00,626.98,627.06,626.97,627.05,55373.0,956.0,627.010837
SPY,2025-07-17 17:26:00+00:00,627.04,627.098,627.035,627.035,49042.0,920.0,627.067874
SPY,2025-07-17 17:27:00+00:00,627.03,627.0652,626.84,626.88,253963.0,3119.0,626.954742
SPY,2025-07-17 17:28:00+00:00,626.875,626.9848,626.67,626.98,168724.0,2047.0,626.809497
SPY,2025-07-17 17:29:00+00:00,626.98,627.04,626.97,627.025,81995.0,1058.0,627.010204
SPY,2025-07-17 17:30:00+00:00,627.03,627.1589,627.02,627.065,92250.0,1472.0,627.091044
SPY,2025-07-17 17:31:00+00:00,627.06,627.17,627.045,627.165,75281.0,1326.0,627.112653
SPY,2025-07-17 17:32:00+00:00,627.165,627.19,627.015,627.05,88579.0,1236.0,627.10895
SPY,2025-07-17 17:33:00+00:00,627.055,627.055,626.98,627.02,50212.0,942.0,627.018528
SPY,2025-07-17 17:34:00+00:00,627.03,627.13,627.0,627.1045,47683.0,919.0,627.06232
SPY,2025-07-17 17:35:00+00:00,627.09,627.17,627.055,627.07,65914.0,1157.0,627.108659
SPY,2025-07-17 17:36:00+00:00,627.08,627.19,627.045,627.16,330274.0,1188.0,627.110067
SPY,2025-07-17 17:37:00+00:00,627.155,627.21,627.135,627.16,61580.0,1068.0,627.1695
SPY,2025-07-17 17:38:00+00:00,627.15,627.265,627.14,627.2058,65979.0,1174.0,627.223676
SPY,2025-07-17 17:39:00+00:00,627.2,627.2499,627.1822,627.245,45688.0,810.0,627.208633
SPY,2025-07-17 17:40:00+00:00,627.24,627.34,627.23,627.29,100230.0,1350.0,627.286296
SPY,2025-07-17 17:41:00+00:00,627.29,627.3343,627.27,627.29,48763.0,772.0,627.305593
SPY,2025-07-17 17:42:00+00:00,627.28,627.36,627.28,627.31,65614.0,923.0,627.322655
SPY,2025-07-17 17:43:00+00:00,627.315,627.37,627.27,627.36,60767.0,993.0,627.323712
SPY,2025-07-17 17:44:00+00:00,627.365,627.3799,627.3208,627.3208,52730.0,835.0,627.355421
SPY,2025-07-17 17:45:00+00:00,627.325,627.34,627.205,627.23,100978.0,1289.0,627.271673
SPY,2025-07-17 17:46:00+00:00,627.23,627.33,627.19,627.31,84013.0,1162.0,627.268765
SPY,2025-07-17 17:47:00+00:00,627.31,627.34,627.2248,627.275,73518.0,1136.0,627.256501
SPY,2025-07-17 17:48:00+00:00,627.27,627.33,627.25,627.27,94790.0,1221.0,627.285578
SPY,2025-07-17 17:49:00+00:00,627.27,627.3199,627.225,627.305,47313.0,845.0,627.277413
SPY,2025-07-17 17:50:00+00:00,627.3,627.33,627.28,627.31,44763.0,815.0,627.303992
SPY,2025-07-17 17:51:00+00:00,627.3,627.335,627.23,627.325,68934.0,1000.0,627.286447
SPY,2025-07-17 17:52:00+00:00,627.32,627.34,627.3,627.3,40279.0,784.0,627.32374
SPY,2025-07-17 17:53:00+00:00,627.3,627.37,627.3,627.35,42785.0,729.0,627.334444
SPY,2025-07-17 17:54:00+00:00,627.345,627.3799,627.32,627.3652,41689.0,779.0,627.35168
SPY,2025-07-17 17:55:00+00:00,627.36,627.42,627.35,627.3601,59002.0,1040.0,627.392145
SPY,2025-07-17 17:56:00+00:00,627.355,627.4,627.34,627.385,171738.0,870.0,627.37037
SPY,2025-07-17 17:57:00+00:00,627.38,627.42,627.37,627.4,315314.0,955.0,627.401941
SPY,2025-07-17 17:58:00+00:00,627.39,627.43,627.38,627.4,81953.0,1071.0,627.398299
SPY,2025-07-17 17:59:00+00:00,627.4086,627.46,627.4,627.4301,55302.0,937.0,627.425629
SPY,2025-07-17 18:00:00+00:00,627.44,627.5,627.34,627.48,240573.0,2582.0,627.419528
SPY,2025-07-17 18:01:00+00:00,627.475,627.5,627.39,627.5,76876.0,1130.0,627.456073
SPY,2025-07-17 18:02:00+00:00,627.49,627.49,627.39,627.3967,761372.0,1151.0,627.442896
SPY,2025-07-17 18:03:00+00:00,627.395,627.445,627.385,627.43,74948.0,1046.0,627.416689
SPY,2025-07-17 18:04:00+00:00,627.43,627.4765,627.41,627.44,51358.0,965.0,627.444114
SPY,2025-07-17 18:05:00+00:00,627.44,627.45,627.35,627.395,118897.0,1491.0,627.39797
SPY,2025-07-17 18:06:00+00:00,627.4,627.41,627.32,627.3745,135787.0,1554.0,627.360968
SPY,2025-07-17 18:07:00+00:00,627.38,627.38,627.28,627.33,63968.0,951.0,627.320434
SPY,2025-07-17 18:08:00+00:00,627.32,627.435,627.32,627.42,50447.0,927.0,627.394897
SPY,2025-07-17 18:09:00+00:00,627.43,627.45,627.3699,627.37,78332.0,1115.0,627.396567
SPY,2025-07-17 18:10:00+00:00,627.375,627.42,627.36,627.365,81492.0,1190.0,627.388969
SPY,2025-07-17 18:11:00+00:00,627.37,627.37,627.235,627.26,112014.0,1271.0,627.28944
SPY,2025-07-17 18:12:00+00:00,627.255,627.31,627.205,627.255,96106.0,1290.0,627.248344
SPY,2025-07-17 18:13:00+00:00,627.26,627.325,627.17,627.21,167894.0,2017.0,627.268167
SPY,2025-07-17 18:14:00+00:00,627.215,627.215,627.14,627.16,73532.0,1087.0,627.164185
SPY,2025-07-17 18:15:00+00:00,627.155,627.23,627.14,627.22,507733.0,986.0,627.166118
SPY,2025-07-17 18:16:00+00:00,627.225,627.385,627.2067,627.385,76201.0,1020.0,627.310422
SPY,2025-07-17 18:17:00+00:00,627.38,627.385,627.2901,627.31,62103.0,970.0,627.340325
SPY,2025-07-17 18:18:00+00:00,627.31,627.33,627.22,627.295,64111.0,957.0,627.256117
