Datetime,Close,High,Low,Open,Volume,rsi_5,sma_10,sma_20,ema_5,ema_10,macd,macd_signal,atr_5,vol_ratio,target,close_spy,vix_close,vix_ma_5,vix_ma_20,sentiment_score
2025-07-16 13:49:00,622.6500244140625,622.8900146484375,622.6400146484375,622.8200073242188,214970,11.207923836259425,623.0794860839844,623.3580017089844,622.9071687359085,623.0758105423979,-0.1686418064894042,-0.13667213195012176,0.2727086515219297,1.1665799297458075,0,622.219970703125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:50:00,622.219970703125,622.6799926757812,622.2000122070312,622.6599731445312,217356,6.0966809614042745,622.9774841308594,623.286001586914,622.6781027249807,622.9202032988937,-0.24210057391303508,-0.1788435087352871,0.3417992572646198,1.1742949157432214,1,622.4199829101562,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:51:00,622.4199829101562,622.5499877929688,622.1699829101562,622.239990234375,289683,25.775264018566062,622.9014831542969,623.2329956054688,622.5920627867059,622.829254137305,-0.23719135059911878,-0.20218264548081977,0.35453446578057984,1.4738372181763233,1,622.5900268554688,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:52:00,622.5900268554688,622.625,622.2899780273438,622.4000244140625,186926,39.29458800715997,622.8364868164062,623.1939971923828,622.5913841429602,622.7857582678803,-0.1943741249200457,-0.19905923725651015,0.34803030140580327,0.9840753584215711,0,622.5599975585938,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:53:00,622.5599975585938,622.6500244140625,622.4000244140625,622.5999755859375,123430,37.77574341891131,622.7764892578125,623.1269958496093,622.5809219481714,622.7447108661918,-0.16378891802037288,-0.18495110956205524,0.31535353427053553,0.6534096623953025,0,622.2647705078125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:54:00,622.2647705078125,622.72998046875,622.25,622.5700073242188,186787,25.610521836874412,622.6879760742188,623.0637329101562,622.4755381347185,622.65744898285,-0.18191084813156522,-0.18373500498985923,0.3702291790970237,0.9378462879438699,1,622.5999755859375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:55:00,622.5999755859375,622.639892578125,622.219970703125,622.27001953125,142089,48.94542943772963,622.6299743652344,623.0144805908203,622.5170172851249,622.6469992743205,-0.1299819891955849,-0.1622337986721495,0.38679341106468246,0.7427482348562506,0,622.469970703125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:56:00,622.469970703125,622.594970703125,622.3900146484375,622.594970703125,105192,42.48463978648505,622.5639709472656,622.9489776611329,622.5013350911249,622.6148122613758,-0.11347717025091697,-0.1427311473036565,0.3278492532097883,0.569915595149281,0,622.2698974609375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:57:00,622.2698974609375,622.5150146484375,622.1799926757812,622.469970703125,181969,33.88120825719298,622.4864624023437,622.8854736328125,622.4241892143958,622.552100479478,-0.12791126508216166,-0.13680319441505856,0.3302401596919422,0.9720815490995495,0,622.2449951171875,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:58:00,622.2449951171875,622.388671875,622.2100219726562,622.27001953125,180254,32.84633327450352,622.4289611816406,622.8097229003906,622.3644578486598,622.4962631408797,-0.1318052922199513,-0.13480403353701564,0.2797100739092115,0.9857184730206228,0,622.110107421875,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 13:59:00,622.110107421875,622.3198852539062,622.02001953125,622.2550048828125,156275,27.21748959440764,622.3749694824219,622.7272277832031,622.2796743730648,622.4260530101516,-0.14637863708674104,-0.1394338749569058,0.2864286234915577,0.8829290588888682,1,622.2349853515625,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:00:00,622.2349853515625,622.4249877929688,622.02001953125,622.1199951171875,240471,39.262624844775424,622.3764709472656,622.6769775390625,622.2647780325641,622.3913134358626,-0.126535403298476,-0.1342744862935339,0.3259418362339551,1.341108798511608,1,622.3099975585938,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:01:00,622.3099975585938,622.3800048828125,622.169921875,622.2100219726562,139557,45.97581762834174,622.3654724121094,622.6334777832031,622.2798512079073,622.3765287309046,-0.09667752299731092,-0.1192357009750447,0.28732222676013675,0.8494293800785173,0,622.22998046875,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:02:00,622.22998046875,622.4500122070312,622.1699829101562,622.3099975585938,180720,40.07031724162108,622.3294677734375,622.5829772949219,622.2632276281882,622.349883592331,-0.08665596414277843,-0.1062038062421382,0.28489125013175787,1.1041433480128842,1,622.27001953125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:03:00,622.27001953125,622.3300170898438,622.1599731445312,622.25,97658,44.52707916551403,622.3004699707031,622.5384796142578,622.2654915958756,622.3353628539526,-0.06987125807700068,-0.09167078697608319,0.24660881519200525,0.6062054461530058,1,622.314208984375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:04:00,622.314208984375,622.469970703125,622.280029296875,622.280029296875,147474,49.68871764276446,622.3054138183594,622.496694946289,622.2817307253754,622.3315166958475,-0.049785970472157715,-0.074916860374513,0.2310562674196702,0.9383333153056739,0,622.2650146484375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:05:00,622.2650146484375,622.510009765625,622.2100219726562,622.3099975585938,166984,43.99244070265999,622.2719177246094,622.4509460449219,622.2761586997294,622.3194254145002,-0.04326671477076616,-0.062256802133014266,0.25403344260269684,1.045902612752215,0,621.989990234375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:06:00,621.989990234375,622.3900146484375,621.969970703125,622.27001953125,148811,24.424999713907724,622.2239196777343,622.3939453125,622.180769211278,622.2595281090229,-0.07875889774493317,-0.06885764037778183,0.3093702768392979,0.9072884384756974,0,621.719970703125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:07:00,621.719970703125,622.0499877929688,621.6849975585938,621.9849853515625,263628,15.800155228570503,622.1689270019531,622.3276947021484,622.0271697085603,622.1614267624959,-0.13425705393558474,-0.095017405800903,0.32791026268453194,1.5310901411984443,1,622.0697021484375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:08:00,622.0697021484375,622.0798950195312,621.6799926757812,621.7000122070312,187452,46.4274456414755,622.1513977050781,622.2901794433594,622.0413471885195,622.1447495599398,-0.10340237142031583,-0.09837139204866813,0.351907623039688,1.0841454457123358,1,622.219970703125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:09:00,622.219970703125,622.219970703125,622.02001953125,622.0900268554688,146975,55.18299761695205,622.1623840332031,622.2686767578125,622.1008883600547,622.158426131428,-0.057537771373290525,-0.08203794377851709,0.3012554726514587,0.8546399725538312,1,622.5687255859375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:10:00,622.5687255859375,622.614990234375,622.2100219726562,622.2100219726562,211879,69.59779314477056,622.1957580566407,622.2861145019531,622.2568341020157,622.2330260322478,0.023808069767824236,-0.03969953835998055,0.33582640234055583,1.2528782393867326,0,622.4550170898438,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:11:00,622.4550170898438,622.5748291015625,622.3499755859375,622.5653076171875,145674,61.531962815613205,622.2102600097656,622.2878662109375,622.3228950979584,622.2733880427198,0.049507055238564135,-0.004016900920562676,0.2988354401020372,0.8582917711245511,1,622.6649780273438,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:12:00,622.6649780273438,622.7050170898438,622.3499755859375,622.4600219726562,138968,69.65024884100177,622.253759765625,622.2916137695313,622.4369227410868,622.3445862217424,0.09233651934448517,0.034524467185456466,0.3175707947034415,0.8394306745442323,0,622.5250244140625,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:13:00,622.5250244140625,622.780029296875,622.435302734375,622.6599731445312,118785,59.23441485840337,622.2792602539063,622.2898651123047,622.4662899654121,622.3773931658005,0.08889679961157526,0.056273400155903985,0.32662271730229436,0.7084747380161395,0,622.2249755859375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:14:00,622.2249755859375,622.530029296875,622.1799926757812,622.530029296875,135642,42.2872054753646,622.2703369140625,622.287875366211,622.3858518389206,622.3496808785527,0.0361709603679401,0.04823242424071843,0.3344273518994463,0.8147655150955252,1,622.2949829101562,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:15:00,622.2949829101562,622.3400268554688,622.1199951171875,622.239990234375,173358,46.73200331780691,622.2733337402344,622.2726257324218,622.3555621959993,622.3397357933897,0.015826402609604884,0.03527001558827301,0.29629548069338085,1.037343852099006,0,622.1300048828125,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:16:00,622.1300048828125,622.405029296875,622.0900268554688,622.2999877929688,125057,38.090501254371716,622.2873352050781,622.2556274414062,622.280376424937,622.3016029005574,-0.021226475620437668,0.012671419104788736,0.30253113426433725,0.7591091028506427,1,622.489990234375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:17:00,622.489990234375,622.489990234375,622.0599975585938,622.1400146484375,123992,58.84671335205523,622.3643371582032,622.2666320800781,622.3502476947497,622.3358551430697,0.01439255167997544,0.013359872134863419,0.34501831476997485,0.8223469971123146,1,622.5999755859375,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
2025-07-16 14:18:00,622.5999755859375,622.7000122070312,622.4600219726562,622.510009765625,109238,63.517932916361666,622.4173645019531,622.2843811035157,622.4334903251456,622.3838770417728,0.04961328337276427,0.02786123663002376,0.31000895463831657,0.7641329408604558,1,622.6599731445312,17.15999984741211,17.15999984741211,17.15999984741211,0.476571428571428
